cnpj,cvm_code,root,company,trading_name,ticker
10.629.105/0001-68,22187,PRIO,PRIO S.A.,PRIO,PRIO3
45.453.214/0001-51,20346,PFRM,PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,PROFARMA,PFRM3
11.992.680/0001-93,22497,QUAL,QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,QUALICORP,QUAL3
96.418.264/0218-02,25038,LJQQ,LOJAS QUERO-QUERO S/A,QUERO-QUERO,LJQQ3
61.585.865/0001-51,5258,RADL,RAIA DROGASIL S.A.,RAIADROGASIL,RADL3
33.453.598/0001-23,25917,RAIZ,RAIZEN S.A.,RAIZEN,RAIZ4
89.086.144/0001-16,14109,RAPT,RANDONCORP S.A.,RANDON PART,RAPT3
89.086.144/0001-16,14109,RAPT,RANDONCORP S.A.,RANDON PART,RAPT4
52.805.925/0001-03,27570,CCTY,BELORA RDVC CITY DESENVOLVIMENTO  IMOBILIÁRIO S.A.,RDVC CITY,CCTY3
91.333.666/0001-17,12572,RCSL,RECRUSUL S.A.,RECRUSUL,RCSL3
91.333.666/0001-17,12572,RCSL,RECRUSUL S.A.,RECRUSUL,RCSL4
06.047.087/0001-39,24821,RDOR,REDE DOR SÃO LUIZ S.A.,REDE D OR,RDOR3
61.584.140/0001-49,3190,REDE,REDE ENERGIA PARTICIPAÇÕES S.A.,REDE ENERGIA,REDE3
08.534.605/0001-74,21636,RNEW,RENOVA ENERGIA S.A.,RENOVA,RNEW3
08.534.605/0001-74,21636,RNEW,RENOVA ENERGIA S.A.,RENOVA,RNEW4
52.841.191/0001-18,27650,RVEE,REVEE S.A.,REVEE,RVEE3
08.402.943/0001-52,4669,RIAA,GUARARAPES CONFECCOES S.A.,RIACHUELO,RIAA3
85.778.074/0001-06,13439,RSUL,METALURGICA RIOSULENSE S.A.,RIOSULENSE,RSUL4
56.720.428/0001-63,7510,ROMI,ROMI S.A.,ROMI,ROMI3
02.387.241/0001-60,17450,RAIL,RUMO S.A.,RUMO S.A.,RAIL3
43.776.517/0001-80,14443,SBSP,CIA SANEAMENTO BASICO EST SAO PAULO,SABESP,SBSP3
76.484.013/0001-45,18627,SAPR,CIA SANEAMENTO DO PARANA - SANEPAR,SANEPAR,SAPR11
76.484.013/0001-45,18627,SAPR,CIA SANEAMENTO DO PARANA - SANEPAR,SANEPAR,SAPR3
76.484.013/0001-45,18627,SAPR,CIA SANEAMENTO DO PARANA - SANEPAR,SANEPAR,SAPR4
14.807.945/0001-24,12696,SNSY,SANSUY S.A. INDUSTRIA DE PLASTICOS,SANSUY,SNSY3
14.807.945/0001-24,12696,SNSY,SANSUY S.A. INDUSTRIA DE PLASTICOS,SANSUY,SNSY5
90.400.888/0001-42,20532,SANB,BCO SANTANDER (BRASIL) S.A.,SANTANDER BR,SANB11
90.400.888/0001-42,20532,SANB,BCO SANTANDER (BRASIL) S.A.,SANTANDER BR,SANB3
90.400.888/0001-42,20532,SANB,BCO SANTANDER (BRASIL) S.A.,SANTANDER BR,SANB4
29.780.061/0001-09,13781,SCAR,SAO CARLOS EMPREEND E PARTICIPACOES S.A.,SAO CARLOS,SCAR3
51.466.860/0001-56,20516,SMTO,SAO MARTINHO S.A.,SAO MARTINHO,SMTO3
84.693.183/0001-68,14664,SHUL,SCHULZ S.A.,SCHULZ,SHUL4
01.599.101/0001-93,25160,SEQL,SEQUOIA LOGISTICA E TRANSPORTES S.A,SEQUOIA LOG,SEQL3
04.986.320/0001-13,23221,SEER,SER EDUCACIONAL S.A.,SER EDUCA,SEER3
33.042.730/0001-04,4030,CSNA,CIA SIDERURGICA NACIONAL,SID NACIONAL,CSNA3
07.415.333/0001-20,25003,SIMH,SIMPAR S.A.,SIMPAR,SIMH3
89.096.457/0001-55,20745,SLCE,SLC AGRICOLA S.A.,SLC AGRICOLA,SLCE3
07.594.978/0001-78,24260,SMFT,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,SMART FIT,SMFT3
33.386.210/0001-19,10880,SOND,SONDOTECNICA ENGENHARIA SOLOS S.A.,SONDOTECNICA,SOND3
33.386.210/0001-19,10880,SOND,SONDOTECNICA ENGENHARIA SOLOS S.A.,SONDOTECNICA,SOND5
33.386.210/0001-19,10880,SOND,SONDOTECNICA ENGENHARIA SOLOS S.A.,SONDOTECNICA,SOND6
62.002.886/0001-60,9415,AHEB,SAO PAULO TURISMO S.A.,SPTURIS,AHEB3
16.404.287/0001-55,13986,SUZB,SUZANO S.A.,SUZANO S.A.,SUZB3
08.801.621/0001-86,21040,SYNE,SYN PROP E TECH S.A.,SYN PROP TEC,SYNE3
07.859.971/0001-30,20257,TAEE,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,TAESA,TAEE11
07.859.971/0001-30,20257,TAEE,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,TAESA,TAEE3
07.859.971/0001-30,20257,TAEE,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,TAESA,TAEE4
92.781.335/0001-02,6173,TASA,TAURUS ARMAS S.A.,TAURUS ARMAS,TASA3
92.781.335/0001-02,6173,TASA,TAURUS ARMAS S.A.,TAURUS ARMAS,TASA4
26.345.998/0001-50,26077,TRAD,TC S.A.,TC S.A.,TRAD3
09.295.063/0001-97,22519,TECN,TECHNOS S.A.,TECHNOS,TECN3
08.065.557/0001-12,20435,TCSA,TECNISA S.A.,TECNISA,TCSA3
02.351.144/0001-18,20800,TGMA,TEGMA GESTAO LOGISTICA S.A.,TEGMA,TGMA3
00.336.701/0001-04,11258,TELB,TELEC BRASILEIRAS S.A. TELEBRAS,TELEBRAS,TELB3
00.336.701/0001-04,11258,TELB,TELEC BRASILEIRAS S.A. TELEBRAS,TELEBRAS,TELB4
02.558.157/0001-62,17671,VIVT,TELEFÔNICA BRASIL S.A,TELEF BRASIL,VIVT3
71.476.527/0001-35,21148,TEND,CONSTRUTORA TENDA S.A.,TENDA,TEND3
40.337.136/0001-06,26000,LAND,TERRA SANTA PROPRIEDADES AGRICOLAS S.A.,TERRASANTAPA,LAND3
02.421.421/0001-11,24929,TIMS,TIM S.A.,TIM,TIMS3
02.860.694/0001-62,22454,SHOW,T4F ENTRETENIMENTO S.A.,TIME FOR FUN,SHOW3
53.113.791/0001-22,19992,TOTS,TOTVS S.A.,TOTVS,TOTS3
59.418.806/0001-47,25208,TFCO,TRACK & FIELD CO S.A.,TRACK FIELD,TFCO4
92.660.570/0001-26,8192,LUXM,TREVISA INVESTIMENTOS S.A.,TREVISA,LUXM4
08.811.643/0001-27,21130,TRIS,TRISUL S.A.,TRISUL,TRIS3
03.014.553/0001-91,19330,TPIS,TPI - TRIUNFO PARTICIP. E INVEST. S.A.,TRIUNFO PART,TPIS3
84.683.374/0003-00,6343,TUPY,TUPY S.A.,TUPY,TUPY3
33.256.439/0001-39,18465,UGPA,ULTRAPAR PARTICIPACOES S.A.,ULTRAPAR,UGPA3
90.441.460/0001-48,22780,UCAS,UNICASA INDÚSTRIA DE MÓVEIS S.A.,UNICASA,UCAS3
02.255.187/0001-08,26050,FIQE,UNIFIQUE TELECOMUNICAÇÕES S.A.,UNIFIQUE,FIQE3
33.958.695/0001-78,11592,UNIP,UNIPAR CARBOCLORO S.A.,UNIPAR,UNIP3
33.958.695/0001-78,11592,UNIP,UNIPAR CARBOCLORO S.A.,UNIPAR,UNIP5
33.958.695/0001-78,11592,UNIP,UNIPAR CARBOCLORO S.A.,UNIPAR,UNIP6
60.894.730/0001-05,14320,USIM,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,USIMINAS,USIM3
60.894.730/0001-05,14320,USIM,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,USIMINAS,USIM5
60.894.730/0001-05,14320,USIM,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,USIMINAS,USIM6
33.592.510/0001-54,4170,VALE,VALE S.A.,VALE,VALE3
33.113.309/0001-47,20028,VLID,VALID SOLUÇÕES S.A.,VALID,VLID3
23.373.000/0001-32,24716,VAMO,VAMOS LOCAÇÃO DE CAMINHÕES. MÁQUINAS E EQUIP. S.A.,VAMOS,VAMO3
49.669.856/0001-43,21440,VSTE,VESTE S.A. ESTILO,VESTE,VSTE3
34.274.233/0001-02,24295,VBBR,VIBRA ENERGIA S.A.,VIBRA,VBBR3
20.512.706/0001-40,27057,VTRU,VITRU EDUCAÇÃO S.A,VITRUEDUCA,VTRU3
45.365.558/0001-09,25763,VITT,VITTIA S.A.,VITTIA,VITT3
33.839.910/0001-11,24805,VIVA,VIVARA PARTICIPAÇOES S.A,VIVARA S.A.,VIVA3
12.420.164/0001-57,25682,VVEO,CM HOSPITALAR S.A.,VIVEO,VVEO3
67.571.414/0001-41,20702,VIVR,VIVER INCORPORADORA E CONSTRUTORA S.A.,VIVER,VIVR3
50.926.955/0001-42,11762,VULC,VULCABRAS S.A.,VULCABRAS,VULC3
05.917.486/0001-40,25895,WDCN,LIVETECH DA BAHIA INDUSTRIA E COMERCIO S/A,WDC NETWORKS,WDCN3
84.429.695/0001-11,5410,WEGE,WEG S.A.,WEG,WEGE3
14.776.142/0001-50,25518,WEST,WESTWING COMERCIO VAREJISTA S.A.,WESTWING,WEST3
84.683.671/0001-94,11991,MWET,WETZEL S.A.,WETZEL S/A,MWET3
84.683.671/0001-94,11991,MWET,WETZEL S.A.,WETZEL S/A,MWET4
59.105.999/0001-86,14346,WHRL,WHIRLPOOL S.A.,WHIRLPOOL,WHRL3
59.105.999/0001-86,14346,WHRL,WHIRLPOOL S.A.,WHIRLPOOL,WHRL4
42.278.473/0001-03,23590,WIZC,WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.,WIZ CO,WIZC3
33.228.024/0001-51,11070,WLMM,WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.,WLM IND COM,WLMM3
33.228.024/0001-51,11070,WLMM,WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.,WLM IND COM,WLMM4
08.807.432/0001-10,21016,YDUQ,YDUQS PARTICIPACOES S.A.,YDUQS PART,YDUQ3
12.648.266/0001-24,24961,AMBP,AMBIPAR PARTICIPACOES E EMPREENDIMENTOS S/A,AMBIPAR,AMBP3
00.776.574/0001-56,20990,AMER,AMERICANAS S.A,AMERICANAS,AMER3
60.851.615/0001-53,1520,BDLL,BARDELLA S.A. INDUSTRIAS MECANICAS,BARDELLA,BDLL4
67.620.377/0001-14,20931,BEEF,MINERVA S.A.,MINERVA,BEEF11
33.200.049/0001-47,6700,HOOT,HOTEIS OTHON S.A.,HOTEIS OTHON,HOOT4
